,Season,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,PIE,NET_RATING,DEF_RATING,OFF_RATING
101156.0,2005,51,UTA,Robert Whaley,Walsh University,1.0,23.0,212.0,49.0,43.0,17.0,0.404,,0.5,9.2,2.1,1.9,0.7,,0.004,-5.1,-0.2,0.036,-8.4,100.0,91.6
,2005,52,DEN,Axel Hervelle,,,,,,,,,,,,,,,,,,,,,,
101158.0,2005,53,BOS,Orien Greene,Louisiana,4.0,131.0,1555.0,326.0,195.0,155.0,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-4.6,-1.0,0.039335877862595424,-3.8145038167938936,96.46412213740459,92.6496183206107
101159.0,2005,54,NYK,Dijon Thompson,UCLA,2.0,16.0,93.0,45.0,19.0,3.0,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-0.5,,0.119125,-9.9125,105.4375,95.525
101160.0,2005,55,SEA,Lawrence Roberts,Mississippi State,2.0,87.0,1150.0,334.0,310.0,35.0,0.452,,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.9,,0.06844827586206896,-1.5655172413793101,101.56551724137933,100.06206896551724
101161.0,2005,56,DET,Amir Johnson,,14.0,870.0,18323.0,6102.0,4692.0,1073.0,0.57,0.332,0.673,21.1,7.0,5.4,1.2,55.3,0.145,0.3,10.6,0.09493448275862068,3.3073563218390802,103.05908045977012,106.35770114942528
101162.0,2005,57,PHO,Marcin Gortat,,12.0,806.0,20691.0,7951.0,6407.0,915.0,0.551,0.15,0.68,25.7,9.9,7.9,1.1,61.3,0.142,0.4,12.7,0.11852977667493796,1.1228287841191067,104.06947890818859,105.19330024813897
101166.0,2005,58,TOR,Uroš Slokar,,1.0,20.0,72.0,38.0,14.0,1.0,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042,-5.6,-0.1,0.065,-20.8,102.5,81.6
,2005,59,ATL,Cenk Akyol,,,,,,,,,,,,,,,,,,,,,,
101165.0,2005,60,DET,Alex Acker,Pepperdine,2.0,30.0,234.0,81.0,29.0,16.0,0.37,0.32,0.5,7.8,2.7,1.0,0.5,-0.2,-0.043,-5.3,-0.2,0.048,-5.5,104.8,99.3
200745.0,2006,1,TOR,Andrea Bargnani,,10.0,550.0,15806.0,7873.0,2541.0,653.0,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-1.6,1.5,0.08656181818181817,-4.609454545454545,109.23854545454545,104.64309090909092
200746.0,2006,2,CHI,LaMarcus Aldridge,Texas,16.0,1076.0,36242.0,20558.0,8736.0,2076.0,0.493,0.32,0.813,33.7,19.1,8.1,1.9,115.7,0.153,1.7,33.4,0.13355855018587362,3.89721189591078,105.59256505576208,109.49516728624536
200747.0,2006,3,CHA,Adam Morrison,Gonzaga,3.0,161.0,3278.0,1200.0,342.0,222.0,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.0,-2.4,0.04538509316770186,-7.1695652173913045,106.19316770186335,99.00434782608696
200748.0,2006,4,POR,Tyrus Thomas,LSU,8.0,402.0,7932.0,3093.0,1938.0,347.0,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13.0,0.078,-1.2,1.7,0.09384328358208956,-2.3039800995024873,102.36144278606965,100.0905472636816
200749.0,2006,5,ATL,Shelden Williams,Duke,6.0,361.0,5586.0,1618.0,1562.0,163.0,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-3.0,-1.5,0.08456786703601107,-3.967036011080332,104.82049861495847,100.85346260387811
200750.0,2006,6,MIN,Brandon Roy,Washington,6.0,326.0,11561.0,6136.0,1388.0,1517.0,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.6,16.3,0.13289877300613498,2.929754601226994,106.46472392638037,109.39447852760736
200751.0,2006,7,BOS,Randy Foye,Villanova,11.0,752.0,19279.0,7729.0,1686.0,2112.0,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.2,3.8,0.0750625,-3.6498670212765956,107.08045212765957,103.44840425531915
200752.0,2006,8,HOU,Rudy Gay,UConn,17.0,1120.0,34561.0,17642.0,6283.0,2280.0,0.452,0.346,0.799,30.9,15.8,5.6,2.0,61.0,0.085,0.6,22.4,0.10767857142857144,0.22499999999999998,106.53482142857145,106.75866071428571
200753.0,2006,9,GSW,Patrick O'Bryant,Bradley,4.0,90.0,524.0,186.0,127.0,25.0,0.494,,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-4.6,-0.3,0.04967777777777778,-3.5155555555555558,104.68111111111111,101.15333333333332
200754.0,2006,10,SEA,Mouhamed Sene,,3.0,47.0,260.0,103.0,75.0,1.0,0.427,,0.589,5.5,2.2,1.6,,0.3,0.052,-5.1,-0.2,0.06440425531914894,-9.689361702127659,104.22978723404253,94.6
200755.0,2006,11,ORL,J.J. Redick,Duke,15.0,940.0,23964.0,12028.0,1903.0,1862.0,0.447,0.415,0.892,25.5,12.8,2.0,2.0,63.7,0.128,0.6,16.0,0.09446382978723404,4.535106382978723,104.77063829787234,109.30574468085108
200756.0,2006,12,NOK,Hilton Armstrong,UConn,6.0,292.0,3378.0,880.0,766.0,102.0,0.501,0.286,0.582,11.6,3.0,2.6,0.3,3.9,0.055,-4.1,-1.8,0.05246917808219178,-2.8561643835616444,100.77705479452055,97.90171232876712
200757.0,2006,13,PHI,Thabo Sefolosha,,14.0,869.0,19062.0,4994.0,3252.0,1196.0,0.449,0.349,0.732,21.9,5.7,3.7,1.4,39.3,0.099,0.6,12.4,0.08218872266973533,3.637974683544303,100.73774453394707,104.37330264672036
200758.0,2006,14,UTA,Ronnie Brewer,Arkansas,8.0,502.0,11539.0,3940.0,1427.0,828.0,0.49,0.254,0.675,23.0,7.8,2.8,1.6,30.4,0.127,1.6,10.6,0.09088446215139442,3.095816733067729,102.53227091633465,105.64501992031872
200759.0,2006,15,NOK,Cedric Simmons,NC State,3.0,75.0,705.0,163.0,141.0,14.0,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5.0,-0.5,0.025746666666666664,-11.816,103.736,91.92
200760.0,2006,16,CHI,Rodney Carney,Memphis,5.0,299.0,4600.0,1778.0,588.0,132.0,0.422,0.338,0.704,15.4,5.9,2.0,0.4,6.2,0.064,-1.6,0.5,0.06922073578595318,-3.9207357859531773,105.1494983277592,101.20635451505017
200761.0,2006,17,IND,Shawne Williams,Memphis,7.0,314.0,5368.0,1769.0,945.0,220.0,0.403,0.339,0.755,17.1,5.6,3.0,0.7,6.7,0.06,-2.2,-0.3,0.06207961783439491,-2.839808917197452,105.34968152866243,102.50987261146497
200762.0,2006,18,WAS,Oleksiy Pecherov,,3.0,111.0,1044.0,438.0,266.0,20.0,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-4.8,-0.7,0.07158558558558557,-7.864864864864865,108.3009009009009,100.46486486486486
200763.0,2006,19,SAC,Quincy Douby,Rutgers University,3.0,143.0,1535.0,588.0,152.0,93.0,0.389,0.312,0.884,10.7,4.1,1.1,0.7,,,-3.5,-0.6,0.0626993006993007,-6.7615384615384615,105.20769230769231,98.43566433566433
200764.0,2006,20,NYK,Renaldo Balkman,South Carolina,6.0,221.0,3064.0,894.0,769.0,132.0,0.51,0.172,0.542,13.9,4.0,3.5,0.6,7.2,0.113,0.1,1.6,0.08876018099547511,-0.8904977375565611,102.31493212669683,101.41809954751132
200765.0,2006,21,PHO,Rajon Rondo,Kentucky,16.0,957.0,28571.0,9337.0,4349.0,7584.0,0.456,0.324,0.611,29.9,9.8,4.5,7.9,61.8,0.104,1.2,23.2,0.11977951933124348,1.9797283176593523,103.68025078369907,105.64451410658307
200766.0,2006,22,NJN,Marcus Williams,UConn,4.0,203.0,3095.0,1128.0,361.0,574.0,0.386,0.321,0.767,15.2,5.6,1.8,2.8,,-0.001,-3.3,-1.0,0.08787192118226601,-6.088669950738916,105.86256157635468,99.77389162561578
200767.0,2006,23,NJN,Josh Boone,UConn,4.0,256.0,4482.0,1340.0,1258.0,125.0,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-2.0,,0.08737109374999999,-3.9375,105.09414062500001,101.156640625
200768.0,2006,24,MEM,Kyle Lowry,Villanova,17.0,1078.0,34331.0,15731.0,4700.0,6750.0,0.424,0.367,0.815,31.8,14.6,4.4,6.3,108.1,0.151,2.9,42.8,0.12026159554730984,3.6163265306122447,105.54925788497216,109.18339517625232
200769.0,2006,25,CLE,Shannon Brown,Michigan State,9.0,408.0,7329.0,3118.0,760.0,458.0,0.42,0.332,0.807,18.0,7.6,1.9,1.1,9.2,0.06,-1.5,1.0,0.07409558823529411,-3.463235294117647,103.90220588235293,100.45220588235294
200770.0,2006,26,LAL,Jordan Farmar,UCLA,10.0,504.0,9840.0,3888.0,958.0,1453.0,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-0.5,3.7,0.09118253968253968,-0.9091269841269842,103.67261904761905,102.74761904761905
200771.0,2006,27,PHO,Sergio Rodríguez,,5.0,353.0,5281.0,1747.0,525.0,1183.0,0.409,0.337,0.739,15.0,4.9,1.5,3.4,4.3,0.039,-2.0,0.1,0.09157507082152974,-4.488951841359774,105.69461756373937,101.22606232294618
200772.0,2006,28,DAL,Maurice Ager,Michigan State,4.0,82.0,505.0,169.0,46.0,19.0,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-9.4,-0.9,-0.004609756097560975,-10.426829268292682,100.39756097560976,89.9390243902439
200776.0,2006,29,NYK,Mardy Collins,Temple,4.0,189.0,2771.0,742.0,336.0,327.0,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.4,-1.7,0.051708994708994704,-7.525925925925926,105.65238095238095,98.12645502645503
200777.0,2006,30,POR,Joel Freeland,,3.0,151.0,1821.0,477.0,518.0,65.0,0.459,,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-3.3,-0.6,0.07044370860927153,-0.41854304635761547,100.5364238410596,100.11788079470197
200778.0,2006,31,POR,James White,Cincinnati,3.0,67.0,583.0,182.0,68.0,35.0,0.438,0.34,0.676,8.7,2.7,1.0,0.5,0.8,0.062,-3.2,-0.2,0.056582089552238805,-10.83134328358209,108.18507462686568,97.3537313432836
200779.0,2006,32,HOU,Steve Novak,Marquette,11.0,467.0,5657.0,2177.0,591.0,132.0,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,0.8,4.0,0.07900642398286938,-4.028907922912206,105.69314775160599,101.6458244111349
200780.0,2006,33,ATL,Solomon Jones,South Florida,8.0,281.0,3092.0,839.0,654.0,99.0,0.467,0.111,0.717,11.0,3.0,2.3,0.4,5.0,0.078,-4.0,-1.6,0.044174377224199285,-10.069039145907473,106.83807829181495,96.73843416370107
200781.0,2006,34,LAC,Paul Davis,Michigan State,4.0,82.0,702.0,217.0,158.0,32.0,0.402,,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.2,-0.4,0.061585365853658536,-7.0097560975609765,99.10853658536585,92.09878048780489
200782.0,2006,35,TOR,P.J. Tucker,Texas,12.0,852.0,24449.0,5802.0,4685.0,1209.0,0.425,0.366,0.749,28.7,6.8,5.5,1.4,42.6,0.084,-0.9,6.7,0.06802112676056338,0.9917840375586857,107.45563380281692,108.43908450704224
200783.0,2006,36,MIN,Craig Smith,Boston College,6.0,403.0,6826.0,3080.0,1567.0,322.0,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16.0,0.113,-1.2,1.4,0.10219354838709677,-5.5848635235732,105.7305210918114,100.17642679900744
200784.0,2006,37,MIN,Bobby Jones,Washington,2.0,91.0,867.0,288.0,149.0,44.0,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5,0.04984615384615384,0.27252747252747267,97.79890109890111,98.12307692307694
200785.0,2006,38,GSW,Kosta Perović,,1.0,7.0,38.0,10.0,13.0,1.0,0.3,,0.667,5.4,1.4,1.9,0.1,,0.06,-5.9,,0.059,4.9,84.1,89.0
200786.0,2006,39,MIL,David Noel,UNC,1.0,68.0,792.0,184.0,123.0,65.0,0.367,0.321,0.86,11.6,2.7,1.8,1.0,0.4,0.024,-3.1,-0.2,0.053,-9.3,110.7,101.3
,2006,40,SEA,Denham Brown,UConn,,,,,,,,,,,,,,,,,,,,,
200788.0,2006,41,ORL,James Augustine,Illinois,2.0,27.0,156.0,42.0,33.0,4.0,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.7,,0.058592592592592606,-0.9333333333333335,101.0,100.05925925925925
200789.0,2006,42,CLE,Daniel Gibson,Texas,7.0,397.0,9316.0,3115.0,792.0,775.0,0.402,0.407,0.78,23.5,7.8,2.0,2.0,16.0,0.082,-1.0,2.4,0.06752896725440806,0.6496221662468512,103.01057934508816,103.66448362720404
200790.0,2006,43,NOK,Marcus Vinicius,,2.0,26.0,172.0,50.0,19.0,7.0,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3.0,,0.0535,-8.200000000000001,104.0,95.80000000000001
,2006,44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,,,,,,,,
200792.0,2006,45,IND,Alexander Johnson,Florida State,2.0,102.0,1302.0,439.0,275.0,30.0,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.6,-0.9,0.05599019607843138,-5.911764705882353,110.11176470588235,104.1421568627451
200793.0,2006,46,UTA,Dee Brown,Illinois,2.0,68.0,711.0,140.0,69.0,119.0,0.34,0.25,0.643,10.5,2.1,1.0,1.8,0.1,0.008,-3.0,-0.2,0.05569117647058824,-0.6632352941176469,103.06617647058823,102.40294117647059
200794.0,2006,47,UTA,Paul Millsap,Louisiana Tech,16.0,1085.0,30498.0,14536.0,7673.0,2378.0,0.489,0.341,0.736,28.1,13.4,7.1,2.2,95.4,0.15,1.9,29.9,0.1186442396313364,4.772718894009217,104.19050691244239,108.96230414746545
,2006,48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,,,,,,,,
200796.0,2006,49,DEN,Leon Powe,California,5.0,239.0,3320.0,1484.0,911.0,78.0,0.515,,0.682,13.9,6.2,3.8,0.3,12.0,0.174,-1.6,0.3,0.10625941422594143,2.068200836820084,99.45774058577406,101.50502092050209
200797.0,2006,50,CHA,Ryan Hollins,UCLA,10.0,518.0,6134.0,1913.0,1140.0,151.0,0.584,,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-4.1,-3.2,0.05035328185328185,-4.7791505791505795,103.78590733590735,98.99517374517374
200798.0,2006,51,LAL,Cheikh Samb,,2.0,22.0,114.0,22.0,31.0,1.0,0.25,,0.444,5.2,1.0,1.4,,-0.1,-0.056,-9.1,-0.2,0.017545454545454545,1.9909090909090907,93.5909090909091,95.58181818181819
200799.0,2006,52,LAC,Guillermo Díaz,Miami (FL),1.0,6.0,18.0,5.0,2.0,1.0,0.25,,0.6,3.0,0.8,0.3,0.2,,0.033,-2.9,,0.03,10.800000000000002,105.40000000000002,116.2
,2006,53,SEA,Yotam Halperin,,,,,,,,,,,,,,,,,,,,,,
200801.0,2006,54,NJN,Hassan Adams,Arizona,2.0,73.0,547.0,185.0,84.0,14.0,0.534,,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-2.3,,0.06350684931506849,-2.6849315068493156,99.86575342465751,97.18082191780822
,2006,55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,,,,,,,,
,2006,56,TOR,Edin Bavčić,,,,,,,,,,,,,,,,,,,,,,
,2006,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,,,,,
,2006,58,DAL,J.R. Pinnock,George Washington,,,,,,,,,,,,,,,,,,,,,
200806.0,2006,59,SAS,Damir Markota,,1.0,30.0,170.0,51.0,31.0,6.0,0.365,0.375,0.636,5.7,1.7,1.0,0.2,-0.2,-0.07,-8.5,-0.3,0.02,-10.8,111.1,100.3
200807.0,2006,60,DET,Will Blalock,Iowa State,1.0,14.0,166.0,25.0,15.0,17.0,0.3,0.2,1.0,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.8,-0.2,0.045,-5.0,96.5,91.5
201141.0,2007,1,POR,Greg Oden,Ohio State,3.0,105.0,2028.0,840.0,656.0,51.0,0.574,,0.658,19.3,8.0,6.2,0.5,7.3,0.174,-0.4,0.8,0.0939142857142857,4.898095238095237,106.30666666666667,111.26285714285714
201142.0,2007,2,SEA,Kevin Durant,Texas,15.0,986.0,36181.0,26892.0,6959.0,4267.0,0.499,0.385,0.886,36.7,27.3,7.1,4.3,161.9,0.215,6.8,80.3,0.1738509127789047,5.937931034482759,105.75324543610549,111.69614604462474
201143.0,2007,3,ATL,Al Horford,Florida,16.0,1013.0,32519.0,13605.0,8161.0,3333.0,0.513,0.374,0.759,32.1,13.4,8.1,3.3,106.6,0.157,2.9,40.4,0.1289713721618954,4.256564659427442,104.56604146100692,108.8309970384995
201144.0,2007,4,MEM,Mike Conley,Ohio State,16.0,1025.0,32648.0,15019.0,3054.0,5857.0,0.439,0.382,0.82,31.9,14.7,3.0,5.7,92.3,0.136,2.4,36.2,0.11818829268292681,2.9251707317073175,105.31317073170732,108.23395121951219
201145.0,2007,5,BOS,Jeff Green,Georgetown,15.0,1107.0,31554.0,13732.0,4646.0,1694.0,0.449,0.337,0.803,28.5,12.4,4.2,1.5,52.0,0.079,-1.4,4.4,0.08583920505871726,-2.590063233965673,107.86178861788618,105.24887082204157
201146.0,2007,6,MIL,Yi Jianlian,,5.0,272.0,6038.0,2148.0,1339.0,192.0,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.3,-3.5,0.07052941176470587,-7.587132352941175,107.45441176470588,99.83382352941177
201147.0,2007,7,MIN,Corey Brewer,Florida,13.0,819.0,18771.0,7097.0,2287.0,1250.0,0.425,0.284,0.713,22.9,8.7,2.8,1.5,22.5,0.058,-1.6,2.0,0.06654090354090354,-0.9859584859584858,105.61452991452992,104.61855921855923
201148.0,2007,8,CHA,Brandan Wright,UNC,10.0,428.0,6949.0,2976.0,1560.0,199.0,0.607,,0.674,16.2,7.0,3.6,0.5,26.2,0.181,2.3,7.5,0.12276869158878505,0.6163551401869157,103.7390186915888,104.35771028037382
201149.0,2007,9,CHI,Joakim Noah,Florida,13.0,672.0,18646.0,5881.0,6058.0,1907.0,0.491,,0.7,27.7,8.8,9.0,2.8,61.9,0.159,2.5,20.9,0.1221979166666667,1.540029761904762,102.20119047619048,103.75074404761905
201150.0,2007,10,SAC,Spencer Hawes,Washington,10.0,684.0,15541.0,5932.0,3893.0,1271.0,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-1.1,3.4,0.09352631578947368,-4.974853801169591,106.53684210526315,101.58187134502924
201151.0,2007,11,ATL,Acie Law,Texas A&M,4.0,188.0,2385.0,725.0,195.0,309.0,0.413,0.235,0.778,12.7,3.9,1.0,1.6,1.6,0.032,-3.9,-1.1,0.07452659574468085,-4.066489361702128,104.91436170212765,100.79148936170212
201152.0,2007,12,PHI,Thaddeus Young,Georgia Tech,16.0,1139.0,32573.0,14088.0,6511.0,2078.0,0.503,0.328,0.663,28.6,12.4,5.7,1.8,70.7,0.104,0.5,20.4,0.104071992976295,0.02510974539069351,105.86347673397718,105.88858647936789
201153.0,2007,13,NOK,Julian Wright,Kansas,4.0,231.0,3049.0,907.0,531.0,182.0,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-0.5,1.2,0.08734199134199135,0.17229437229437225,103.38787878787878,103.58354978354978
201154.0,2007,14,LAC,Al Thornton,Florida State,4.0,296.0,8274.0,3527.0,1233.0,353.0,0.452,0.293,0.747,28.0,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2,0.07561486486486486,-7.99358108108108,108.45574324324325,100.48614864864864
201155.0,2007,15,DET,Rodney Stuckey,Eastern Washington,10.0,651.0,17890.0,8185.0,1912.0,2333.0,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-0.9,4.9,0.09992165898617512,-2.009831029185868,105.6774193548387,103.67081413210447
201156.0,2007,16,WAS,Nick Young,USC,12.0,720.0,16419.0,8194.0,1427.0,687.0,0.418,0.376,0.836,22.8,11.4,2.0,1.0,18.6,0.054,-2.2,-0.8,0.07368472222222222,-4.649305555555555,107.00791666666666,102.33694444444446
201157.0,2007,17,NJN,Sean Williams,Boston College,4.0,137.0,1978.0,581.0,472.0,47.0,0.511,,0.624,14.4,4.2,3.4,0.3,3.0,0.073,-3.1,-0.6,0.05823357664233576,-4.224817518248176,103.35766423357664,99.16496350364963
201158.0,2007,18,GSW,Marco Belinelli,,13.0,860.0,19548.0,8370.0,1769.0,1429.0,0.424,0.376,0.846,22.7,9.7,2.1,1.7,30.5,0.075,-1.3,3.3,0.07786860465116278,-0.6240697674418605,106.23837209302326,105.62348837209304
201159.0,2007,19,LAL,Javaris Crittenton,Georgia Tech,2.0,113.0,1853.0,595.0,276.0,201.0,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.2,-1.0,0.07286725663716816,-6.0123893805309745,107.45044247787611,101.43805309734513
201160.0,2007,20,MIA,Jason Smith,Colorado State,11.0,616.0,10029.0,3777.0,2075.0,453.0,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4,0.07475000000000001,-3.43538961038961,104.62386363636364,101.20243506493506
201161.0,2007,21,PHI,Daequan Cook,Ohio State,6.0,328.0,5993.0,2114.0,703.0,243.0,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-2.7,-1.1,0.06063719512195122,-1.6000000000000003,103.6844512195122,102.06951219512196
201162.0,2007,22,CHA,Jared Dudley,Boston College,14.0,904.0,20117.0,6633.0,2849.0,1394.0,0.463,0.393,0.732,22.3,7.3,3.2,1.5,43.0,0.103,0.2,11.0,0.07943030973451329,1.236283185840708,104.28418141592921,105.5267699115044
201163.0,2007,23,NYK,Wilson Chandler,DePaul,12.0,676.0,20287.0,8463.0,3574.0,1205.0,0.443,0.341,0.77,30.0,12.5,5.3,1.8,29.0,0.069,-1.3,3.5,0.08193639053254437,-0.8760355029585799,108.04363905325444,107.16242603550295
201164.0,2007,24,PHO,Rudy Fernández,,4.0,249.0,5965.0,2254.0,608.0,554.0,0.399,0.36,0.84,24.0,9.1,2.4,2.2,14.2,0.114,1.7,5.6,0.09581927710843371,2.6714859437751004,103.21325301204818,105.8847389558233
201165.0,2007,25,UTA,Morris Almond,Rice University,3.0,38.0,361.0,119.0,46.0,12.0,0.381,0.292,0.743,9.5,3.1,1.2,0.3,,0.005,-6.1,-0.4,0.0383421052631579,-7.713157894736843,99.12368421052632,91.4
201166.0,2007,26,HOU,Aaron Brooks,Oregon,10.0,645.0,13439.0,6259.0,1079.0,1925.0,0.413,0.37,0.837,20.8,9.7,1.7,3.0,19.2,0.069,-1.2,2.7,0.08048372093023255,-1.688217054263566,106.00356589147287,104.32837209302323
201167.0,2007,27,DET,Arron Afflalo,UCLA,11.0,762.0,20829.0,8198.0,2176.0,1386.0,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.5,2.4,0.07338582677165353,-1.3202099737532806,106.17099737532808,104.8765091863517
201168.0,2007,28,SAS,Tiago Splitter,,7.0,355.0,6812.0,2816.0,1779.0,423.0,0.555,0.143,0.697,19.2,7.9,5.0,1.2,25.3,0.178,1.1,5.4,0.11341408450704225,7.873802816901408,98.56676056338027,106.46338028169014
201169.0,2007,29,PHO,Alando Tucker,Wisconsin,3.0,51.0,426.0,211.0,49.0,16.0,0.423,0.294,0.783,8.4,4.1,1.0,0.3,0.4,0.045,-4.5,-0.3,0.07164705882352941,-6.535294117647059,111.58823529411765,105.05294117647058
,2007,30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,,,,,
201171.0,2007,31,SEA,Carl Landry,Purdue,9.0,513.0,11524.0,5541.0,2533.0,355.0,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-0.3,5.0,0.11184405458089669,-2.98187134502924,106.09337231968811,103.09571150097467
201172.0,2007,32,BOS,Gabe Pruitt,USC,2.0,62.0,461.0,125.0,51.0,52.0,0.321,0.283,0.783,7.4,2.0,0.8,0.8,0.4,0.043,-2.8,-0.1,0.06303225806451612,-1.570967741935484,97.03709677419356,95.54193548387096
201173.0,2007,33,SAS,Marcus Williams,Arizona,2.0,13.0,39.0,14.0,12.0,3.0,0.318,,,3.0,1.1,0.9,0.2,-0.1,-0.084,-5.4,,0.06807692307692308,-1.0692307692307697,101.91538461538462,100.84615384615384
201174.0,2007,34,DAL,Nick Fazekas,Nevada,1.0,26.0,269.0,107.0,89.0,11.0,0.561,,0.682,10.3,4.1,3.4,0.4,0.8,0.148,0.5,0.2,0.155,5.1,94.9,100.0
201175.0,2007,35,SEA,Glen Davis,LSU,8.0,514.0,10865.0,4111.0,2236.0,457.0,0.447,0.182,0.7,21.1,8.0,4.4,0.9,18.6,0.082,-2.6,-1.7,0.07598832684824902,-0.07431906614785984,101.19280155642025,101.10505836575875
201176.0,2007,36,GSW,Jermareo Davidson,Alabama,2.0,52.0,433.0,162.0,96.0,14.0,0.425,,0.578,8.3,3.1,1.8,0.3,,,-5.2,-0.3,0.06303846153846154,-9.46923076923077,104.5,95.03076923076924
201177.0,2007,37,POR,Josh McRoberts,Duke,11.0,433.0,8271.0,2333.0,1686.0,901.0,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,0.3,4.7,0.08958198614318708,-1.497459584295612,103.78706697459585,102.3339491916859
201178.0,2007,38,PHI,Kyrylo Fesenko,,5.0,135.0,1107.0,305.0,269.0,40.0,0.496,,0.41,8.2,2.3,2.0,0.3,0.9,0.038,-5.7,-1.1,0.03614814814814814,7.936296296296297,95.14666666666668,103.08074074074074
,2007,39,MIA,Stanko Barać,,,,,,,,,,,,,,,,,,,,,,
201180.0,2007,40,LAL,Sun Yue,,1.0,10.0,28.0,6.0,,2.0,0.273,,,2.8,0.6,,0.2,-0.1,-0.226,-19.4,-0.1,-0.094,-76.2,153.1,76.9
201181.0,2007,41,MIN,Chris Richard,Florida,2.0,70.0,780.0,135.0,194.0,25.0,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-5.7,-0.7,0.04042857142857143,-2.414285714285714,102.19142857142856,99.80285714285714
201182.0,2007,42,POR,Derrick Byars,Vanderbilt,1.0,2.0,37.0,10.0,11.0,1.0,0.273,,1.0,18.5,5.0,5.5,0.5,0.1,0.147,-4.7,,0.078,-9.2,106.6,97.3
,2007,43,NOK,Adam Haluska,Iowa,,,,,,,,,,,,,,,,,,,,,
,2007,44,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,,,,,,,,,
,2007,45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,,,,,
201186.0,2007,46,GSW,Stéphane Lasme,UMass,1.0,16.0,303.0,83.0,53.0,3.0,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-4.4,-0.2,0.055,-5.9,102.7,96.9
201187.0,2007,47,WAS,Dominic McGuire,Fresno State,6.0,342.0,5348.0,939.0,1169.0,422.0,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-2.1,-0.1,0.061657894736842106,-9.862865497076024,106.93713450292398,97.08947368421052
201188.0,2007,48,LAL,Marc Gasol,,13.0,891.0,28719.0,12514.0,6604.0,2996.0,0.481,0.36,0.776,32.2,14.0,7.4,3.4,85.3,0.143,3.1,36.5,0.1278181818181818,1.875084175084175,103.98125701459034,105.86071829405162
