,Season,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,PIE,NET_RATING,DEF_RATING,OFF_RATING
1626158.0,2015,37,PHI,Richaun Holmes,Bowling Green,8.0,418.0,8271.0,3735.0,2247.0,412.0,0.606,0.273,0.747,19.8,8.9,5.4,1.0,27.4,0.159,0.3,4.8,0.11019617224880382,-3.8978468899521537,110.11985645933014,106.23421052631579
1626199.0,2015,38,DET,Darrun Hilliard,Villanova,3.0,91.0,859.0,295.0,85.0,71.0,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,0.016,-4.7,-0.6,0.0511978021978022,0.3659340659340659,102.0186813186813,102.42747252747252
,2015,39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,,,,,
1626196.0,2015,40,MIA,Josh Richardson,Tennessee,8.0,503.0,14562.0,5924.0,1552.0,1346.0,0.428,0.365,0.84,29.0,11.8,3.1,2.7,25.6,0.084,-0.5,5.5,0.0801272365805169,0.6819085487077535,107.33439363817098,108.03081510934393
1626192.0,2015,41,BRK,Pat Connaughton,Notre Dame,8.0,478.0,9160.0,2935.0,1675.0,598.0,0.436,0.359,0.777,19.2,6.1,3.5,1.3,20.6,0.108,-0.2,4.2,0.07858786610878661,2.5108786610878666,105.85753138075314,108.35648535564854
,2015,42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,,,,,
1626202.0,2015,43,IND,Joe Young,Oregon,3.0,127.0,1077.0,429.0,130.0,119.0,0.393,0.296,0.768,8.5,3.4,1.0,0.9,0.4,0.016,-4.1,-0.6,0.07732283464566929,-9.221259842519686,105.08503937007873,95.89606299212598
1626150.0,2015,44,PHO,Andrew Harrison,Kentucky,3.0,145.0,2987.0,1012.0,287.0,399.0,0.373,0.294,0.779,20.6,7.0,2.0,2.8,3.2,0.051,-2.8,-0.6,0.06130344827586208,-3.464137931034483,105.74275862068964,102.26758620689655
,2015,45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,,,,
1626181.0,2015,46,MIL,Norman Powell,UCLA,8.0,481.0,10990.0,5795.0,1263.0,734.0,0.465,0.386,0.827,22.8,12.0,2.6,1.5,23.0,0.1,-0.1,5.3,0.09030561330561332,0.2160083160083162,108.77754677754677,108.9941787941788
,2015,47,PHI,Artūras Gudaitis,,,,,,,,,,,,,,,,,,,,,,
1626177.0,2015,48,OKC,Dakari Johnson,Kentucky,1.0,31.0,161.0,55.0,34.0,8.0,0.564,,0.55,5.2,1.8,1.1,0.3,0.6,0.178,-0.3,0.1,0.089,10.9,87.3,98.2
,2015,49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,,,,,,,,
,2015,50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,,,,,
,2015,51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,,,,,,,,
,2015,52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,,,,,
,2015,53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,,,,,
,2015,54,UTA,Dani Díez,,,,,,,,,,,,,,,,,,,,,,
,2015,55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,,,,,
1626183.0,2015,56,NOP,Branden Dawson,Michigan State,1.0,6.0,29.0,5.0,4.0,,0.4,,1.0,4.8,0.8,0.7,,,0.069,-5.7,,0.03,-29.5,121.09999999999998,91.5
,2015,57,DEN,Nikola Radičević,,,,,,,,,,,,,,,,,,,,,,
,2015,58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,,,,,
,2015,59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,,,,,
,2015,60,PHI,Luka Mitrović,,,,,,,,,,,,,,,,,,,,,,
1627732.0,2016,1,PHI,Ben Simmons,LSU,5.0,317.0,10431.0,4673.0,2480.0,2383.0,0.56,0.139,0.591,32.9,14.7,7.8,7.5,32.6,0.15,3.4,14.2,0.13782018927444792,4.332176656151419,107.02555205047318,111.37066246056783
1627742.0,2016,2,LAL,Brandon Ingram,Duke,7.0,413.0,13618.0,7924.0,2142.0,1674.0,0.464,0.364,0.784,33.0,19.2,5.2,4.1,22.1,0.078,-0.1,6.7,0.1084406779661017,-1.2329297820823248,111.0544794188862,109.79249394673124
1627759.0,2016,3,BOS,Jaylen Brown,California,7.0,470.0,13964.0,8428.0,2453.0,1054.0,0.477,0.365,0.723,29.7,17.9,5.2,2.2,29.5,0.101,0.3,8.1,0.10566170212765956,3.9993617021276595,106.56255319148939,110.53553191489361
1627733.0,2016,4,PHO,Dragan Bender,,4.0,187.0,3755.0,1014.0,720.0,237.0,0.399,0.323,0.654,20.1,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9,0.05601604278074867,-6.713903743315508,109.85508021390375,103.14117647058822
1627739.0,2016,5,MIN,Kris Dunn,Providence,7.0,267.0,6465.0,2285.0,915.0,1153.0,0.432,0.313,0.744,24.2,8.6,3.4,4.3,5.8,0.043,-1.7,0.4,0.07820973782771534,-5.333707865168539,110.22097378277154,104.86779026217229
1627741.0,2016,6,NOP,Buddy Hield,Oklahoma,7.0,548.0,16157.0,8807.0,2403.0,1405.0,0.434,0.402,0.858,29.5,16.1,4.4,2.6,21.4,0.064,0.4,9.7,0.09708759124087592,-3.006204379562044,112.01642335766425,108.99361313868614
1627750.0,2016,7,DEN,Jamal Murray,Kentucky,6.0,410.0,12517.0,6937.0,1515.0,1722.0,0.447,0.373,0.87,30.5,16.9,3.7,4.2,26.0,0.1,0.5,7.8,0.10461463414634146,4.762926829268293,109.40926829268294,114.17219512195123
1627737.0,2016,8,SAC,Marquese Chriss,Washington,6.0,292.0,5338.0,2206.0,1366.0,298.0,0.456,0.29,0.667,18.3,7.6,4.7,1.0,6.5,0.058,-2.4,-0.5,0.08009931506849315,-9.711986301369864,112.45308219178084,102.74041095890412
1627751.0,2016,9,TOR,Jakob Poeltl,Utah,7.0,488.0,10315.0,3932.0,3177.0,798.0,0.628,0.5,0.536,21.1,8.1,6.5,1.6,34.9,0.162,1.2,8.3,0.10433606557377048,3.2387295081967213,108.10225409836066,111.31065573770493
1627748.0,2016,10,MIL,Thon Maker,,5.0,263.0,3624.0,1216.0,726.0,161.0,0.435,0.327,0.68,13.8,4.6,2.8,0.6,6.6,0.087,-2.1,-0.1,0.06909505703422053,-3.691254752851711,108.10874524714828,104.39467680608367
1627734.0,2016,11,ORL,Domantas Sabonis,Gonzaga,7.0,494.0,14542.0,7471.0,4788.0,2066.0,0.548,0.326,0.731,29.4,15.1,9.7,4.2,47.2,0.156,2.5,16.6,0.13528744939271253,1.966396761133603,108.06902834008095,110.03542510121457
1627752.0,2016,12,UTA,Taurean Prince,Baylor,7.0,424.0,10128.0,4392.0,1574.0,731.0,0.421,0.372,0.818,23.9,10.4,3.7,1.7,9.6,0.046,-1.9,0.1,0.07698349056603773,-2.594103773584906,109.8620283018868,107.22051886792453
1627834.0,2016,13,PHO,Georgios Papagiannis,,2.0,39.0,477.0,160.0,123.0,29.0,0.514,,0.857,12.2,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2,0.0772051282051282,-4.433333333333334,111.21025641025643,106.77692307692308
1627756.0,2016,14,CHI,Denzel Valentine,Michigan State,5.0,256.0,4817.0,1795.0,857.0,466.0,0.394,0.36,0.787,18.8,7.0,3.3,1.8,4.5,0.044,-1.9,0.2,0.07980859374999999,-3.140234375,106.5953125,103.40273437500002
1627823.0,2016,15,DEN,Juancho Hernangómez,,7.0,339.0,5269.0,1711.0,1131.0,216.0,0.428,0.342,0.676,15.5,5.0,3.3,0.6,8.7,0.08,-1.9,0.1,0.0749410029498525,-1.4000000000000001,111.21769911504424,109.81327433628317
1627824.0,2016,16,BOS,Guerschon Yabusele,,2.0,74.0,486.0,173.0,105.0,31.0,0.442,0.323,0.682,6.6,2.3,1.4,0.4,1.1,0.105,-1.9,,0.07335135135135136,-2.3513513513513513,104.12702702702703,101.77567567567569
1627735.0,2016,17,MEM,Wade Baldwin,Vanderbilt,3.0,56.0,579.0,174.0,69.0,78.0,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.3,-0.5,0.047803571428571424,-19.66428571428571,109.24464285714285,89.58035714285714
1627740.0,2016,18,DET,Henry Ellenson,Marquette,5.0,83.0,787.0,342.0,206.0,49.0,0.371,0.336,0.773,9.5,4.1,2.5,0.6,0.4,0.023,-3.7,-0.3,0.08972289156626506,1.510843373493976,97.05421686746988,98.56506024096386
1627736.0,2016,19,DEN,Malik Beasley,Florida State,7.0,417.0,9119.0,4513.0,1108.0,542.0,0.422,0.378,0.808,21.9,10.8,2.7,1.3,11.8,0.062,-1.1,2.0,0.08134532374100721,0.48872901678657055,109.5208633093525,110.03165467625898
1627747.0,2016,20,IND,Caris LeVert,Michigan,7.0,392.0,10997.0,5546.0,1498.0,1544.0,0.436,0.344,0.735,28.1,14.1,3.8,3.9,16.3,0.071,-0.5,4.3,0.09889795918367346,-1.0627551020408164,109.81301020408162,108.76173469387754
1627761.0,2016,21,ATL,DeAndre' Bembry,Saint Joseph's,6.0,296.0,5670.0,1750.0,950.0,533.0,0.474,0.283,0.611,19.2,5.9,3.2,1.8,4.4,0.038,-2.3,-0.4,0.07390540540540541,-4.29054054054054,108.46925675675678,104.23986486486487
1627781.0,2016,22,CHO,Malachi Richardson,Syracuse,3.0,70.0,625.0,198.0,70.0,24.0,0.358,0.301,0.783,8.9,2.8,1.0,0.3,-0.1,-0.009,-6.1,-0.7,0.031857142857142855,-5.662857142857143,102.78285714285714,97.12
1627790.0,2016,23,BOS,Ante Žižić,,3.0,113.0,1517.0,674.0,446.0,64.0,0.581,,0.711,13.4,6.0,3.9,0.6,3.5,0.11,-2.6,-0.2,0.11082300884955752,-4.360176991150443,112.0566371681416,107.66814159292035
1627789.0,2016,24,PHI,Timothé Luwawu-Cabarrot,,6.0,328.0,5254.0,1937.0,656.0,293.0,0.391,0.335,0.829,16.0,5.9,2.0,0.9,4.7,0.043,-4.0,-2.7,0.05108536585365854,-3.4435975609756095,108.17134146341462,104.72774390243902
1627744.0,2016,25,LAC,Brice Johnson,UNC,2.0,21.0,107.0,47.0,34.0,3.0,0.449,,0.6,5.1,2.2,1.6,0.1,0.1,0.062,-0.6,,0.10628571428571428,3.0285714285714285,97.2,100.22857142857144
1627788.0,2016,26,PHI,Furkan Korkmaz,,6.0,293.0,5147.0,2156.0,616.0,366.0,0.406,0.356,0.764,17.6,7.4,2.1,1.2,7.2,0.068,-1.9,0.1,0.07589078498293515,1.3556313993174063,106.8184300341297,108.16143344709897
1627783.0,2016,27,TOR,Pascal Siakam,New Mexico State,7.0,471.0,14432.0,8010.0,3078.0,1656.0,0.487,0.327,0.774,30.6,17.0,6.5,3.5,41.0,0.136,2.0,14.6,0.11660934182590232,5.6182590233545655,107.08980891719746,112.69023354564756
1627746.0,2016,28,PHO,Skal Labissière,Kentucky,4.0,148.0,2595.0,1069.0,662.0,152.0,0.492,0.353,0.748,17.5,7.2,4.5,1.0,4.4,0.081,-2.3,-0.2,0.08793918918918919,-3.3114864864864866,109.7141891891892,106.41756756756757
1627749.0,2016,29,SAS,Dejounte Murray,Washington,6.0,394.0,10950.0,5508.0,2309.0,1988.0,0.458,0.335,0.784,27.8,14.0,5.9,5.0,21.1,0.093,1.6,9.9,0.12163705583756344,0.6639593908629442,108.44873096446699,109.09593908629441
1627745.0,2016,30,GSW,Damian Jones,Vanderbilt,7.0,240.0,3512.0,1259.0,807.0,178.0,0.662,0.383,0.706,14.6,5.2,3.4,0.7,10.4,0.143,-1.0,0.9,0.08125416666666667,-7.225833333333333,112.13125,104.91749999999999
1627738.0,2016,31,BOS,Deyonta Davis,Michigan State,3.0,107.0,1299.0,454.0,346.0,47.0,0.599,,0.635,12.1,4.2,3.2,0.4,3.6,0.131,-2.1,,0.09185046728971961,-7.786915887850467,106.76822429906541,98.98130841121495
1627826.0,2016,32,LAL,Ivica Zubac,,7.0,436.0,9016.0,3819.0,3106.0,487.0,0.605,0.083,0.741,20.7,8.8,7.1,1.1,32.8,0.175,0.3,5.1,0.1199288990825688,1.4022935779816517,107.98256880733945,109.38600917431194
1627767.0,2016,33,LAC,Cheick Diallo,Kansas,5.0,183.0,2186.0,958.0,759.0,78.0,0.596,0.286,0.774,11.9,5.2,4.1,0.4,6.3,0.139,-1.4,0.3,0.1191639344262295,-6.6775956284153,109.96120218579236,103.31202185792348
1627755.0,2016,34,PHO,Tyler Ulis,Kentucky,3.0,133.0,2782.0,998.0,223.0,537.0,0.403,0.28,0.808,20.9,7.5,1.7,4.0,0.5,0.008,-3.6,-1.1,0.08254135338345865,-7.021804511278196,108.34736842105264,101.32556390977444
,2016,35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,,,,,
1627763.0,2016,36,MIL,Malcolm Brogdon,Virginia,7.0,400.0,11796.0,6159.0,1678.0,1844.0,0.467,0.388,0.879,29.5,15.4,4.2,4.6,30.0,0.122,1.4,10.0,0.1190225,3.00625,107.8225,110.85125
1627778.0,2016,37,HOU,Chinanu Onuaku,Louisville,2.0,6.0,74.0,18.0,14.0,4.0,0.583,,1.0,12.3,3.0,2.3,0.7,0.1,0.043,-5.4,-0.1,0.05449999999999999,-37.1,130.1,93.0
1627775.0,2016,38,MIL,Patrick McCaw,UNLV,5.0,199.0,3373.0,760.0,319.0,270.0,0.42,0.305,0.785,16.9,3.8,1.6,1.4,4.4,0.062,-2.8,-0.6,0.051025125628140704,-3.3663316582914575,107.99849246231155,104.67537688442209
,2016,39,NOP,David Michineau,,,,,,,,,,,,,,,,,,,,,,
1627754.0,2016,40,NOP,Diamond Stone,Maryland,1.0,7.0,24.0,10.0,6.0,,0.231,,1.0,3.4,1.4,0.9,,-0.1,-0.211,-20.8,-0.1,-0.014,-52.9,107.8,54.9
1627757.0,2016,41,ORL,Stephen Zimmerman,UNLV,1.0,19.0,108.0,23.0,35.0,4.0,0.323,,0.6,5.7,1.2,1.8,0.2,,-0.005,-8.3,-0.2,0.046,-16.9,110.0,93.1
1627785.0,2016,42,UTA,Isaiah Whitehead,Seton Hall,2.0,89.0,1823.0,643.0,210.0,212.0,0.411,0.305,0.788,20.5,7.2,2.4,2.4,-0.9,-0.025,-5.0,-1.4,0.058292134831460674,-2.956179775280899,105.56179775280899,102.66966292134832
1627753.0,2016,43,HOU,Zhou Qi,,2.0,19.0,125.0,24.0,22.0,2.0,0.212,0.105,0.667,6.6,1.3,1.2,0.1,-0.2,-0.093,-9.6,-0.2,0.012789473684210528,-28.236842105263158,108.95263157894736,80.72105263157896
,2016,44,ATL,Isaïa Cordinier,,,,,,,,,,,,,,,,,,,,,,
1627743.0,2016,45,BOS,Demetrius Jackson,Notre Dame,3.0,26.0,136.0,48.0,19.0,17.0,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.2,0.087,-0.5,0.1,0.0838076923076923,-17.953846153846154,111.83461538461538,93.87692307692308
1627773.0,2016,46,DAL,A.J. Hammons,Purdue,1.0,22.0,163.0,48.0,36.0,4.0,0.405,0.5,0.45,7.4,2.2,1.6,0.2,,-0.001,-6.6,-0.2,0.043,-0.3,101.5,101.2
1627774.0,2016,47,ORL,Jake Layman,Maryland,6.0,243.0,3099.0,1175.0,417.0,127.0,0.46,0.3,0.719,12.8,4.8,1.7,0.5,3.8,0.059,-2.3,-0.2,0.05969135802469136,-2.5621399176954736,106.25308641975309,103.64732510288066
1627835.0,2016,48,CHI,Paul Zipser,,2.0,98.0,1667.0,458.0,256.0,82.0,0.371,0.335,0.769,17.0,4.7,2.6,0.8,,-0.001,-5.2,-1.4,0.04559183673469388,-5.959183673469388,106.5326530612245,100.61836734693878
1627771.0,2016,49,DET,Michael Gbinije,Syracuse,1.0,9.0,32.0,4.0,3.0,2.0,0.1,,1.0,3.6,0.4,0.3,0.2,-0.1,-0.136,-12.1,-0.1,-0.027,-1.5,103.1,101.6
1627777.0,2016,50,IND,Georges Niang,Iowa State,7.0,383.0,5966.0,2494.0,804.0,325.0,0.438,0.403,0.872,15.6,6.5,2.1,0.8,10.6,0.085,-1.2,1.3,0.07291906005221932,1.7415143603133159,107.25274151436032,109.0342036553525
1627791.0,2016,51,BOS,Ben Bentil,Providence,1.0,3.0,10.0,,2.0,,,,,3.3,,0.7,,-0.1,-0.473,-25.9,-0.1,-0.061,-55.6,134.8,79.2
1627762.0,2016,52,UTA,Joel Bolomboy,Weber State,2.0,18.0,91.0,31.0,27.0,2.0,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.3,0.132,-0.1,,0.12633333333333333,0.09999999999999905,92.4,92.46666666666667
1627822.0,2016,53,DEN,Petr Cornelie,,1.0,13.0,38.0,14.0,14.0,3.0,0.333,0.125,0.75,2.9,1.1,1.1,0.2,,-0.015,-8.8,-0.1,0.046,5.799999999999999,96.5,102.29999999999998
1627770.0,2016,54,ATL,Kay Felder,Oakland,2.0,58.0,526.0,223.0,59.0,78.0,0.364,0.268,0.754,9.1,3.8,1.0,1.3,-0.4,-0.041,-4.7,-0.4,0.06768965517241379,-8.87241379310345,105.03793103448277,96.13793103448276
1627779.0,2016,55,BRK,Marcus Paige,UNC,1.0,5.0,28.0,12.0,4.0,3.0,0.286,0.25,1.0,5.6,2.4,0.8,0.6,,-0.006,-8.8,,0.077,15.9,105.2,121.1
1627772.0,2016,56,DEN,Daniel Hamilton,UConn,2.0,25.0,232.0,69.0,52.0,30.0,0.394,0.357,0.5,9.3,2.8,2.1,1.2,,,-3.3,-0.1,0.09784000000000001,-9.196000000000002,105.524,96.304
,2016,57,MEM,Wang Zhelin,,,,,,,,,,,,,,,,,,,,,,
1627846.0,2016,58,BOS,Abdel Nader,Iowa State,5.0,202.0,2583.0,926.0,376.0,110.0,0.428,0.357,0.718,12.8,4.6,1.9,0.5,2.8,0.052,-2.6,-0.4,0.060801980198019794,-5.928217821782178,104.82673267326732,98.92524752475248
,2016,59,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,,,,,,,,
1627820.0,2016,60,UTA,Tyrone Wallace,California,4.0,112.0,1714.0,566.0,236.0,127.0,0.422,0.207,0.656,15.3,5.1,2.1,1.1,0.1,0.003,-5.2,-1.4,0.04446428571428571,0.07857142857142842,105.79464285714286,105.91607142857143
1628365.0,2017,1,PHI,Markelle Fultz,Washington,6.0,191.0,5029.0,2260.0,659.0,964.0,0.472,0.278,0.734,26.3,11.8,3.5,5.0,7.2,0.069,-1.1,1.2,0.10045549738219896,-2.26282722513089,109.82565445026177,107.55340314136124
1628366.0,2017,2,LAL,Lonzo Ball,UCLA,5.0,252.0,8187.0,2995.0,1447.0,1563.0,0.4,0.364,0.578,32.5,11.9,5.7,6.2,11.4,0.067,1.1,6.3,0.09808730158730158,0.1103174603174603,108.76865079365078,108.86031746031746
1628369.0,2017,3,BOS,Jayson Tatum,Duke,6.0,439.0,14916.0,9865.0,3069.0,1448.0,0.458,0.375,0.847,34.0,22.5,7.0,3.3,45.6,0.147,3.3,19.9,0.13809111617312073,8.039635535307518,105.71913439635534,113.75694760820046
1628367.0,2017,4,PHO,Josh Jackson,Kansas,5.0,291.0,6718.0,3276.0,1159.0,534.0,0.416,0.292,0.68,23.1,11.3,4.0,1.8,-1.7,-0.012,-3.8,-3.1,0.07443642611683848,-7.7446735395188995,110.46701030927834,102.72233676975944
1628368.0,2017,5,SAC,De'Aaron Fox,Kentucky,6.0,395.0,12761.0,7974.0,1444.0,2452.0,0.472,0.321,0.736,32.3,20.2,3.7,6.2,23.1,0.087,0.5,8.2,0.11404556962025317,-2.9620253164556956,114.14430379746835,111.19518987341773
1628371.0,2017,6,ORL,Jonathan Isaac,Florida State,4.0,147.0,3636.0,1324.0,785.0,152.0,0.434,0.333,0.789,24.7,9.0,5.3,1.0,7.0,0.093,0.3,2.1,0.0913061224489796,-1.3414965986394558,105.94965986394558,104.56462585034014
1628374.0,2017,7,MIN,Lauri Markkanen,Arizona,6.0,348.0,10662.0,6030.0,2474.0,477.0,0.455,0.371,0.858,30.6,17.3,7.1,1.4,24.8,0.112,0.8,7.3,0.11808333333333335,-1.8738505747126437,110.70402298850574,108.84770114942529
1628373.0,2017,8,NYK,Frank Ntilikina,,6.0,316.0,5411.0,1530.0,557.0,689.0,0.371,0.323,0.76,17.1,4.8,1.8,2.2,0.4,0.004,-4.4,-3.2,0.05058544303797469,-1.2313291139240505,106.16329113924053,104.91835443037974
1628372.0,2017,9,DAL,Dennis Smith Jr.,NC State,6.0,270.0,6542.0,2791.0,803.0,1178.0,0.403,0.299,0.667,24.2,10.3,3.0,4.4,0.6,0.004,-2.3,-0.5,0.08383333333333333,-7.186296296296297,109.08703703703702,101.85296296296298
1628380.0,2017,10,SAC,Zach Collins,Gonzaga,5.0,245.0,4634.0,1830.0,1169.0,380.0,0.477,0.342,0.749,18.9,7.5,4.8,1.6,7.3,0.076,-1.6,0.4,0.08208979591836736,-0.9008163265306122,109.9722448979592,109.0457142857143
1628370.0,2017,11,CHO,Malik Monk,Kentucky,6.0,386.0,8017.0,4217.0,920.0,925.0,0.43,0.356,0.849,20.8,10.9,2.4,2.4,8.9,0.053,-1.5,1.1,0.08895077720207255,-3.587046632124353,111.91735751295336,108.3502590673575
1628379.0,2017,12,DET,Luke Kennard,Duke,6.0,356.0,8288.0,3512.0,1005.0,694.0,0.455,0.437,0.877,23.3,9.9,2.8,1.9,17.6,0.102,-0.2,3.8,0.08956460674157303,2.4952247191011234,108.35028089887639,110.8620786516854
1628378.0,2017,13,DEN,Donovan Mitchell,Louisville,6.0,413.0,14069.0,10156.0,1722.0,1843.0,0.448,0.365,0.839,34.1,24.6,4.2,4.5,37.9,0.129,3.1,18.2,0.1276900726392252,5.945278450363196,107.2046004842615,113.1498789346247
1628389.0,2017,14,MIA,Bam Adebayo,Kentucky,6.0,418.0,12264.0,6146.0,3538.0,1429.0,0.554,0.129,0.755,29.3,14.7,8.5,3.4,42.8,0.168,2.7,14.5,0.141433014354067,2.3602870813397128,106.77416267942586,109.11411483253589
1628382.0,2017,15,POR,Justin Jackson,UNC,6.0,278.0,4885.0,1676.0,654.0,285.0,0.423,0.319,0.796,17.6,6.0,2.4,1.0,5.3,0.052,-2.8,-1.0,0.0681978417266187,-5.105395683453238,109.11978417266187,103.98525179856115
1628383.0,2017,16,CHI,Justin Patton,Creighton,4.0,22.0,296.0,86.0,60.0,19.0,0.404,0.25,0.667,13.5,3.9,2.7,0.9,0.4,0.066,-2.8,-0.1,0.05454545454545454,-16.0,114.75454545454546,98.75454545454545
1628391.0,2017,17,MIL,D.J. Wilson,Michigan,5.0,146.0,1803.0,647.0,452.0,108.0,0.419,0.327,0.618,12.3,4.4,3.1,0.7,2.8,0.075,-2.6,-0.3,0.07900684931506848,-7.772602739726027,106.9472602739726,99.1417808219178
1628388.0,2017,18,IND,T.J. Leaf,UCLA,4.0,146.0,1238.0,477.0,283.0,43.0,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1,0.08791095890410959,-3.9678082191780817,105.38493150684931,101.436301369863
1628381.0,2017,19,ATL,John Collins,Wake Forest,6.0,364.0,10618.0,5768.0,2903.0,540.0,0.551,0.356,0.783,29.2,15.8,8.0,1.5,32.3,0.146,0.9,7.8,0.12016758241758244,-1.2456043956043956,111.89945054945055,110.65027472527471
1628385.0,2017,20,POR,Harry Giles,Duke,3.0,142.0,1835.0,832.0,543.0,174.0,0.511,0.258,0.671,12.9,5.9,3.8,1.2,3.0,0.079,-2.4,-0.2,0.09554929577464787,-7.481690140845071,111.65352112676055,104.13943661971831
1628390.0,2017,21,OKC,Terrance Ferguson,,4.0,204.0,4000.0,924.0,263.0,144.0,0.404,0.334,0.753,19.6,4.5,1.3,0.7,4.4,0.053,-4.0,-2.1,0.01594607843137255,-2.1632352941176474,108.73774509803921,106.58088235294119
1628386.0,2017,22,BRK,Jarrett Allen,Texas,6.0,409.0,11283.0,4914.0,3630.0,580.0,0.63,0.181,0.704,27.6,12.0,8.9,1.4,44.4,0.189,1.9,11.0,0.1319119804400978,-0.16772616136919322,109.87701711491444,109.72640586797066
1628384.0,2017,23,TOR,OG Anunoby,Indiana,6.0,368.0,10446.0,4268.0,1578.0,560.0,0.471,0.375,0.744,28.4,11.6,4.3,1.5,22.2,0.102,0.2,5.8,0.07717119565217391,4.304347826086957,106.7695652173913,111.07336956521739
1628399.0,2017,24,UTA,Tyler Lydon,Syracuse,2.0,26.0,96.0,23.0,18.0,6.0,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1,0.05480769230769231,-13.75,110.48076923076923,96.73076923076923
1628394.0,2017,25,ORL,Anžejs Pasečņiks,,2.0,28.0,443.0,156.0,108.0,19.0,0.521,,0.586,15.8,5.6,3.9,0.7,0.4,0.038,-6.2,-0.5,0.045678571428571436,-3.5357142857142856,111.26071428571429,107.725
1628403.0,2017,26,POR,Caleb Swanigan,Purdue,3.0,75.0,655.0,169.0,218.0,56.0,0.438,0.118,0.614,8.7,2.3,2.9,0.7,-0.2,-0.015,-6.2,-0.7,0.05372,-8.16,106.988,98.856
1628398.0,2017,27,BRK,Kyle Kuzma,Utah,6.0,406.0,12638.0,6693.0,2579.0,998.0,0.449,0.338,0.725,31.1,16.5,6.4,2.5,15.1,0.057,-1.1,2.9,0.10165763546798029,-0.9499999999999998,109.09137931034485,108.14137931034482
1628396.0,2017,28,LAL,Tony Bradley,UNC,6.0,179.0,1994.0,792.0,729.0,90.0,0.631,0.5,0.681,11.1,4.4,4.1,0.5,7.5,0.181,0.2,1.1,0.11570391061452513,1.4089385474860336,107.06927374301677,108.44078212290503
1628401.0,2017,29,SAS,Derrick White,Colorado,6.0,345.0,9126.0,4044.0,1157.0,1327.0,0.447,0.352,0.846,26.5,11.7,3.4,3.8,22.7,0.119,1.4,7.9,0.09997391304347826,6.006376811594202,106.59710144927536,112.58376811594204
1628404.0,2017,30,UTA,Josh Hart,Villanova,6.0,372.0,10525.0,3661.0,2294.0,904.0,0.465,0.35,0.741,28.3,9.8,6.2,2.4,21.8,0.099,-0.1,5.2,0.09240322580645162,-0.32258064516129015,110.41209677419356,110.1215053763441
1628402.0,2017,31,CHO,Frank Jackson,Duke,5.0,214.0,3873.0,1816.0,392.0,222.0,0.421,0.332,0.786,18.1,8.5,1.8,1.0,2.5,0.031,-3.9,-1.9,0.06509345794392524,-4.337383177570094,110.99953271028038,106.68084112149533
1628432.0,2017,32,PHO,Davon Reed,Miami (FL),4.0,122.0,1299.0,373.0,212.0,92.0,0.408,0.385,0.667,10.6,3.1,1.7,0.8,1.5,0.054,-2.9,-0.3,0.06089344262295082,-5.76311475409836,108.48770491803279,102.67213114754098
1628411.0,2017,33,ORL,Wes Iwundu,Kansas State,5.0,226.0,3827.0,989.0,555.0,208.0,0.408,0.292,0.798,16.9,4.4,2.5,0.9,4.2,0.053,-3.9,-1.8,0.053699115044247785,-2.0814159292035397,105.41194690265486,103.37876106194689
1628412.0,2017,34,SAC,Frank Mason III,Kansas,4.0,103.0,1616.0,695.0,204.0,272.0,0.396,0.301,0.755,15.7,6.7,2.0,2.6,1.2,0.035,-2.6,-0.3,0.09033980582524273,-6.796116504854369,108.10582524271847,101.30970873786407
1628397.0,2017,35,ORL,Ivan Rabb,California,2.0,85.0,1237.0,485.0,364.0,86.0,0.555,0.2,0.743,14.6,5.7,4.3,1.0,3.2,0.125,-1.7,0.1,0.10811764705882353,-7.131764705882354,110.09294117647059,102.96117647058824
